startup_name,sector,city,investors,stage,amount_usd,description
Wiwigo,Consumer Internet,Bengaluru,Indian Angel Network,Seed,595000.0,Consumer Internet - Inter-City Taxi Booking platform
Atomberg,Technology,Mumbai,Parampara Capital,Private Equity,1000000.0,"Technology - smart, energy efficient home appliance manufacturer"
Limo,Consumer Internet,Mumbai,Rainmaker Ventures,Private Equity,1000000.0,Consumer Internet - Bus Aggregator Mobile app
Gogo Truck,Consumer Internet,Chennai,Undisclosed Investor,Seed,75000.0,Consumer Internet - Truck Aggregator & Booking platform
Vyome Biosciences,Healthcare,Delhi,Romulus Capital,Private Equity,2000000.0,Healthcare - Treatment Development for Antibiotic-resistant diseases
Sillymonks,Consumer Internet,Hyderabad,Sreenivasa Reddy Musani,Seed,448000.0,Consumer Internet - Digital Media and Entertainment Startup
Cuemath,Education,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000.0,Education - K-12 Maths Learning Courses
Krazybee,Consumer Internet,Bengaluru,"Yeahmobi, Fenqile",Private Equity,2000000.0,Consumer Internet - Student Micro-Loan platform
Intgrea,Technology,Bengaluru,Undisclosed Investor,Seed,100000.0,Technology - Post merger Integration Partners
Helpshift,Technology,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000.0,Technology - Mobile CRM Platform
Creditvidya,Technology,Mumbai,Kalaari Capital,Private Equity,1000000.0,Technology - Credit Scoring Platform
Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed,1000000.0,Consumer Internet - Online Learning Platform
Listup,Ecommerce,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed,500000.0,eCommerce - Location based Classified Mobile app
6Degree,Technology,Mumbai,Indian Angel Network,Seed,200000.0,Technology - Tech-enabled Fashion Talent platform
Storeking,Ecommerce,Bengaluru,Axiata Digital,Private Equity,16000000.0,eCommerce - Connecting Small Town Consumers to E-Commerce
Myseniordoctor,Consumer Internet,Gurugram,Blackjag Partners,Seed,200000.0,Consumer Internet - Online medical support platform
Epaylater,Technology,Mumbai,3 Undisclosed Hnis,Seed,2000000.0,Technology - Fin-Tech Platform
Paytunes,Consumer Internet,Delhi,"Cio Angel Network, Indian Angel Network",Private Equity,500000.0,Consumer Internet - Mobile based rewards platform
Bombay Shirt Company,Ecommerce,Mumbai,Undisclosed Investor,Private Equity,1000000.0,eCommerce - Online custom Shirt retailer
Jivox,Technology,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000.0,Technology - Data Driven Advertising platform
Sminq,Consumer Internet,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed,1000000.0,Consumer Internet - Queue management Mobile app
Curejoy,Consumer Internet,Bengaluru,Accel Partners India,Private Equity,4400000.0,Consumer Internet - Online Alternative health community platform
Oneway.Cab,Consumer Internet,Vadodara,Indian Angel Network,Seed,450000.0,Consumer Internet - Taxi Rental Platform
Diro Labs,Consumer Internet,Delhi,Info Edge (India) Ltd,Private Equity,450000.0,Consumer Internet - Contact Management Mobile App
Unnati Helpers,Consumer Internet,Gurugram,Info Edge (India) Ltd,Private Equity,600000.0,Consumer Internet - Help Hiring Platform
Voonik,Ecommerce,Bengaluru,Sequoia Capital,Private Equity,20000000.0,eCommerce - Online Women\\xe2\\x80\\x99s Fashion Marketplace
Cleartax,Consumer Internet,Delhi,"Ravi Adusumalli, Saif Partners",Private Equity,12000000.0,Consumer Internet - Online Tax Filing Platform
Silvan Innovation Labs,Technology,Bengaluru,Infuse Ventures,Private Equity,900000.0,Technology - Home Automation Solutions
Greythr,Technology,Bengaluru,"New Enterprise Associates (Nea), Blume Ventures",Private Equity,5200000.0,Technology - Payroll & HR Software Developer
Onspoon,Consumer Internet,Mumbai,Swan Angel Network,Seed,150000.0,Consumer Internet - Online Platform for Event Sponsorship
Celerix,Technology,Bengaluru,Bitkemy Ventures,Seed,400000.0,Technology - Fintech Product Development & Services Startup
Naturenama,Consumer Internet,Mumbai,Unicorn Venture,Seed,225000.0,Consumer Internet - Online Outdoors & travel
Syona Cosmetics,Fmcg,Chennai,The Chennai Angels,Seed,150000.0,FMCG - Beauty Products & Training to Salons & Spas
Prettysecrets,Ecommerce,Mumbai,"Rb Investments Pte Ltd, Orios Venture Partners",Private Equity,6000000.0,eCommerce - Women Lingerie Store
Spiderg,Consumer Internet,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed,150000.0,Consumer Internet - Online invoice app for SMEs
Fareye,Technology,Delhi,Saif Partners,Private Equity,3500000.0,Technology - Logistics Management Software
The Uolo,Consumer Internet,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed,210000.0,Consumer Internet - School Parent Communication App
Drivify,Consumer Internet,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed,50000.0,Consumer Internet - Professional Driver discovery & Booking Mobile app
Parablu,Technology,Bengaluru,Kalaari Capital,Seed,500000.0,Technology - Cloud Data Security & Privacy Solutions
Schedulers Logistics,Logistics,Mumbai,Gvfl,Private Equity,6000000.0,Logistics - Cold Storage Logistics solutions
Leap India,Others,Mumbai,Mayfield Ventures,Private Equity,3000000.0,Others - Supply Chain Equipment & Services provider
Kabadiexpress,Others,Delhi,Undisclosed Investor,Seed,148000.0,Others - Free Door Step Scrap Pickup Service
Yourdost,Consumer Internet,Bengaluru,"Saif Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed,1200000.0,Consumer Internet - Online counselling & Personal coaching platform
Gomalon,Consumer Internet,Bengaluru,Undisclosed Investor,Seed,100000.0,Consumer Internet - Online Spa & Salon discovery & Booking platform
Travelyaari,Consumer Internet,Bengaluru,Gvfl Ltd,Private Equity,3000000.0,Consumer Internet - Online ticket booking platform
Fabhotels,Consumer Internet,Gurugram,"Accel Partners, Rb Investments",Private Equity,8000000.0,Consumer Internet - Online Hotel aggregator & Booking platform
Locanix,Technology,Ahmedabad,Undisclosed Investors,Seed,300000.0,Technology - GPS based SaaS Solutions
Lendingkart,Consumer Internet,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,Consumer Internet - Online Working Capital Business Loans Platform
Hello Tax,Consumer Internet,Delhi,Sanjeev Sinha,Seed,295000.0,Consumer Internet - Online Tax Filing Platform
Letreach,Ecommerce,Delhi,Vcommission,Private Equity,100000.0,eCommerce - ECommerce SAAS Solutions
Trendieapp,Technology,Kolkata,Harsh Vardhan Hada,Seed,50000.0,Technology - Visual Content Marketing
Velvetcase,Ecommerce,Mumbai,"Uniqorn Ventures Fund, Tv Mohandas Pai, S Somasegar",Private Equity,1500000.0,eCommerce - Online designer jewellery marketplace
Meru Cabs,Consumer Internet,Mumbai,Brand Capital,Private Equity,25000000.0,Consumer Internet - Online/ Mobile Tax Cab booking
Campus Diaries,Consumer Internet,Bengaluru,Aarin Capital,Seed,220000.0,Consumer Internet - Student focussed Content Discovery portal
Biryani Blues,Food & Beverage,Gurugram,Carpediem Capital & Others,Private Equity,368000.0,Food & Beverage - QSR Chain
Get My Parking,Technology,Delhi,The Chennai Angels,Seed,376000.0,Technology - Parking Technology Platform
Prescribez,Consumer Internet,Pune,Ankush Mehta,Seed,145000.0,Consumer Internet - Health Service Aggregator Platform
Mobikwik,Consumer Internet,Gurugram,"Gmo Payment Gateway, Mediatek",Private Equity,50000000.0,Consumer Internet - Mobile & Digital Wallet
Zwayam,Consumer Internet,Bengaluru,Undisclosed Investors,Seed,250000.0,Consumer Internet - Online Recruitment Platform
Zuver,Consumer Internet,Mumbai,"Shruth & Smith Group, Hermes Group",Seed,180000.0,Consumer Internet - Car driver Discovery App
Easyroads,Consumer Internet,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed,200000.0,Consumer Internet - Road Trip planning Mobile app
Lenskart,Ecommerce,Delhi,"International Finance Corp, Tpg Growth, Adveq Management, Idg Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000.0,eCommerce - Eyewear & Accessories etailer
Seclore,Technology,Mumbai,"Sistema Asia Fund, Helion Venture, Ventureeast, India Alternatives",Private Equity,12000000.0,Technology - Enterprise Security Technology platform
Solartown,Technology,Chennai,Grex.In,Seed,200000.0,Technology - Solar Rooftop system installation company
Comarete,Technology,Pune,Grex.In,Seed,200000.0,Technology - Telecom & Media IT services company
Mydentistchoice,Ecommerce,Hyderabad,Undisclosed Investors,Seed,150000.0,eCommerce - Medical Supplies eTailer
Active.Ai,Technology,Singapore,Kalaari Capital Accelerator Program,Seed,500000.0,Technology - Intelligent Tech platform for Finance vertical
Affordplan,Technology,Delhi,Kalaari Capital Accelerator Program,Seed,500000.0,Technology - Affordable non-emergency medical service health plans
Indee,Consumer Internet,Bengaluru,Kalaari Capital Accelerator Program,Seed,500000.0,Consumer Internet - Web Video Streaming Platform
Weballigator,Consumer Internet,Bengaluru,Group Of Undisclosed Angel Investors & Hnis,Seed,375000.0,Consumer Internet - Cloud Based Software Solutions
Eduace Services,Education,Lucknow,Momagic Technologies,Private Equity,1000000.0,Education - Education Workshops & mentoring programs
Zebroads,Logistics,Hyderabad,Undisclosed Investors,Seed,75000.0,Logistics - Logistics and Warehousing services
Locus,Technology,Bengaluru,"Exfinity Venture Partners, Blume Ventures, Beenext, Rajesh Ranavat",Private Equity,2750000.0,Technology - Logistics Intelligence platform
Toko Innovations,Consumer Internet,Bengaluru,"Roopak Saluja, Vishal Khare",Seed,450000.0,Consumer Internet - Children\\xe2\\x80\\x99s Entertainment Portal
Rentickle,Ecommerce,Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed,250000.0,"eCommerce - Furniture, appliances Portal"
Healthifyme,Consumer Internet,Bengaluru,"Idg Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,Consumer Internet - Health & Fitness App
Zarget,Consumer Internet,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,Consumer Internet - Conversion Rate Optimization Platform
Innonano Research,Technology,Chennai,Nanoholdings,Private Equity,18000000.0,Technology - Clean Water Technology
Schoolwear,Ecommerce,Mumbai,Undisclosed Investors,Seed,1500000.0,eCommerce - School Uniform & Supplies Marketplace
Swiggy,Consumer Internet,Bengaluru,"Norwest Venture Partners, Dst Global, Accel Partners",Private Equity,7000000.0,Consumer Internet - Food Delivery Platform
Zenify,Consumer Internet,Bengaluru,Undisclosed Investors,Private Equity,900000.0,Consumer Internet - Home rental Discovery & Booking Portal
Fractal Analytics,Technology,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0,Technology - Data Analytics Company
Unacademy,Consumer Internet,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed,500000.0,Consumer Internet - Free Online Education Platform
Capital Float,Consumer Internet,Bengaluru,"Creation Investments Capital Management, Saif Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,Consumer Internet - Online Lending Platform
Life Circle,Healthcare,Hyderabad,Groupe Sos,Private Equity,150000.0,Healthcare - Senior Healthcare Services
Stayzilla,Consumer Internet,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,Consumer Internet - Budget Room Aggregator Booking platform
Wow Express,Logistics,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,Logistics - E-Commerce Logistics Solutions
Smartivity,Ecommerce,Delhi,"S Chand, Advantedge Partners",Private Equity,1000000.0,eCommerce - Smart Learning products
Thesmartq,Consumer Internet,Bengaluru,Yournest Angel Fund,Seed,250000.0,Consumer Internet - Food Ordering Mobile App
Purplehealth,Consumer Internet,Trivandrum,Katabole Technology Venture,Seed,100000.0,Consumer Internet - Online health-on-demand platform
Edupristine,Education,Mumbai,"Kaizen Management Advisors, Devry Inc",Private Equity,10000000.0,Education - Online Certification Courses
Bhiveworkspace,Reality,Bengaluru,Blume Ventures,Private Equity,1000000.0,Reality - Co-Working Spaces
Appie,Consumer Internet,Mumbai,Undisclosed Investors,Seed,1000000.0,Consumer Internet - Location-based offline retail discovery platform
Taxivaxi,Consumer Internet,Delhi,Undisclosed Hnis,Seed,500000.0,Consumer Internet - Cab Aggregating Platform
Veqta,Consumer Internet,Delhi,"Chatsworth Management, Itw Digital",Seed,500000.0,Consumer Internet - On Demand Digital Sports Network
I2Ifunding,Consumer Internet,Noida,Undisclosed Investors,Seed,300000.0,Consumer Internet - Online Peer to Peer Funding
Hoppingo,Consumer Internet,Delhi,Vcommission,Seed,89000.0,Consumer Internet - Fashion Discovery platform
Goalwise,Consumer Internet,Bengaluru,Undisclosed Hnis,Seed,1000000.0,Consumer Internet - Online investment platform
Address Health,Healthcare,Bengaluru,Gray Matters Capital,Private Equity,1500000.0,Healthcare - Pediatric Primary Healthcare Network
Arcatron Mobility,Technology,Pune,Sudhir Mehta,Seed,100000.0,Technology - Mobility Devices for differently abled
Cleartax,Consumer Internet,Bengaluru,"Ff Angel, Sequoia Capital",Private Equity,2000000.0,Consumer Internet - Online Income Tax Filing platform
Mchamp,Consumer Internet,Delhi,Momagic Technologies,Seed,475000.0,Consumer Internet - Celebrity Entertainment Contest App
Vahanalytics,Technology,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed,200000.0,Technology - Safe driving Analytics platform
Koovs,Ecommerce,Delhi,Ht Media Ltd,Private Equity,4400000.0,eCommerce - Apparel & Lifestyle eTailer
Ccavenue,Consumer Internet,Mumbai,Nsi Infinium Global Pvt. Ltd,Private Equity,8900000.0,Consumer Internet - Payment Gateway
Machadalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed,175000.0,Consumer Internet - Hyperlocal Advertising Platform
Dil Mil,Consumer Internet,Sfo / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, Csc Upshot & Angel Investors",Private Equity,2700000.0,Consumer Internet - Matchmaking Mobile App
Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,25000000.0,Consumer Internet - Digital Media Entertainment Portal
Shipsy,Logistics,Gurugram,Dtdc Express Ltd,Private Equity,1000000.0,Logistics - Logistics Solutions
Gear6,Consumer Internet,Bengaluru,Ninestarter,Seed,500000.0,Consumer Internet - Online bike service and repairs platform
Myglamm,Consumer Internet,Mumbai,L\\Xe2\\X80\\X99Occitane,Private Equity,6000000.0,Consumer Internet - Mobile based on-demand Beauty Services platform
Petoo,Consumer Internet,Bengaluru,Axilor Ventures,Private Equity,1000000.0,Consumer Internet - Online Food Delivery Platform
Imedilane,Consumer Internet,Delhi,"Mahendra Patel, Nilender Chauhan",Seed,40000.0,Consumer Internet - Online Health Diagnosis platform
Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed,200000.0,Consumer Internet - Social discovery platform
Oyo,Consumer Internet,Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, Dsg Consumer Partners And Venture Nursery",Private Equity,100000000.0,Consumer Internet - Online Branded Budget Room Booking Service
Priceraja,Consumer Internet,Gurugram,Prashant Puri,Seed,300000.0,Consumer Internet - Price Comparison Portal
Magicx,Consumer Internet,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed,1000000.0,Consumer Internet - On-Demand Task Management App
Legalraasta,Consumer Internet,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed,1000000.0,Consumer Internet - Online legal Services for Startups
Raincan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed,150000.0,Consumer Internet - Subscription-based grocery delivery Mobile App
Hippily,Ecommerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed,250000.0,eCommerce - Fashion ECommerce App
Kredx,Ecommerce,Bengaluru,"Prime Venture Partners,",Seed,750000.0,eCommerce - Invoice discounting\\xc2\\xa0 Marketplace
Beaconstalk,Technology,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed,100000.0,Technology - contextual mobile advertising
Renewbuy,Consumer Internet,Delhi,Mount Nathan Advisors,Seed,1000000.0,Consumer Internet - Online Car & Bike Insurance Comparison portal
Vyomo,Consumer Internet,Delhi,Naturals Salon Chain,Private Equity,15000000.0,Consumer Internet - On-Demand Beauty Service provider
Nestaway,Consumer Internet,Bengaluru,Tiger Global,Private Equity,30000000.0,Consumer Internet - Furnished Home Rental Platform
Tapchief,Consumer Internet,Bengaluru,Vijay Shekhar Sharma,Seed,150000.0,Consumer Internet - Expert Advice Platform
Jugnoo,Consumer Internet,Chandigarh,Paytm & Existing Investors,Private Equity,10000000.0,Consumer Internet - On-demand Delivery & Logistics platform
Betaout,Ecommerce,Noida,"Stanford Angels, Letsventure, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,eCommerce - customer intelligence and marketing automation platform
Driverscart,Consumer Internet,Chennai,Ah! Ventures,Seed,450000.0,Consumer Internet - on-demand chauffeur provider
Collegedekho,Consumer Internet,Delhi,Man Capital,Private Equity,2000000.0,Consumer Internet - College & Student information platform
